name,district,bedroomNum,livingroomNum,bathroomNum,area,builtYear,direction,distance2SW,floorNum,type,price
紫竹花园,hd,3,2,2,193.8,1999,en,999,18,high,14000000
世茂宫园,cy,3,2,2,209.6,2011,es,543,30,mid,19000000
世茂北京天誉,ft,4,2,3,145,2021,sn,66000,16,high,16980000
西钓鱼台嘉园,hd,8,3,6,788,2005,sn,672,22,high,88000000
光彩国际公寓,cy,4,2,2,216.7,2003,sn,1900,38,high,18000000
景园大厦,cy,4,2,3,296,2000,ws,1100,19,high,17700000
丽晶苑,cy,4,3,4,352,1996,en,985,22,high,22600000
康桥水郡,hd,4,2,2,252.2,2003,sn,1400,16,low,27100000
华腾园,cy,3,1,1,130,2001,sn,632,30,high,7050000
万方景轩,cy,1,2,1,67,2006,es,180,22,low,6150000
颐源居,hd,3,2,2,143,2000,ws,1500,27,mid,13500000
鹤巢居,ft,3,1,1,96.5,2011,sn,NA,10,low,3550000
水碓子东路小区,cy,2,1,1,51.3,1985,en,NA,6,low,3400000
华威西里,cy,2,1,1,57.3,1989,sn,933,6,low,3500000
金家村1号院,ft,2,1,1,59.2,1990,sn,NA,6,low,3500000
团结湖中路南一二条,cy,2,1,1,50.7,1981,en,907,6,low,3530000
劲松六区,cy,2,1,1,57.6,1980,sn,1200,6,low,3500000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
莲花池南里,ft,2,1,1,49.3,1988,wn,NA,6,low,3400000
东大街东里社区,ft,2,1,1,54.1,1992,sn,NA,6,low,3530000
海户屯(北区),ft,2,1,1,53.2,1990,sn,NA,6,low,3500000
劲松南路小区,cy,2,1,1,54.1,1979,sn,428,6,low,3400000
南郎家园,cy,2,1,1,50,1992,sn,639,6,low,3500000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
劲松南路小区,cy,2,1,1,54.1,1979,sn,428,6,low,3400000
劲松六区,cy,2,1,1,57.6,1980,sn,1200,6,low,3500000
东大街东里社区,ft,2,1,1,54.1,1992,sn,NA,6,low,3530000
莲花池南里,ft,2,1,1,49.3,1988,wn,NA,6,low,3400000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
华威西里,cy,2,1,1,57.3,1989,sn,933,6,low,3500000
水碓子东路小区,cy,2,1,1,51.3,1985,en,NA,6,low,3400000
海户屯(北区),ft,2,1,1,53.2,1990,sn,NA,6,low,3500000
团结湖中路南一二条,cy,2,1,1,50.7,1981,en,907,6,low,3530000
金家村1号院,ft,2,1,1,59.2,1990,sn,NA,6,low,3500000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
劲松六区,cy,2,1,1,57.6,1980,sn,1200,6,low,3500000
东大街东里社区,ft,2,1,1,54.1,1992,sn,NA,6,low,3530000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
团结湖中路南一二条,cy,2,1,1,50.7,1981,en,907,6,low,3530000
水碓子东路小区,cy,2,1,1,51.3,1985,en,NA,6,low,3400000
莲花池南里,ft,2,1,1,49.3,1988,wn,NA,6,low,3400000
华威西里,cy,2,1,1,57.3,1989,sn,933,6,low,3500000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
莲花池南里,ft,2,1,1,49.3,1988,wn,NA,6,low,3400000
东大街东里社区,ft,2,1,1,54.1,1992,sn,NA,6,low,3530000
水碓子东路小区,cy,2,1,1,51.3,1985,en,NA,6,low,3400000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
东大街东里社区,ft,2,1,1,54.1,1992,sn,NA,6,low,3530000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
嘉园二里,ft,2,1,1,59.8,1995,sn,NA,6,low,3590000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
胜古北里,cy,1,1,1,42,1986,sn,NA,6,low,3500000
华严北里小区,cy,1,1,1,47.7,1992,ws,NA,6,low,3500000
安慧里(四区),cy,1,1,1,43.3,1989,es,NA,6,low,3500000
大红门西后街,ft,2,1,1,54.2,1985,sn,1000,6,low,2850000
东方东路小区,cy,2,1,1,54.5,1990,s,750,7,low,2980000
前泥洼小区(一区),ft,1,1,1,43.5,1995,s,NA,6,low,2980000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
望园东里,ft,2,1,1,97,2000,sn,NA,6,low,5050000
飞达社区,hd,2,1,1,89.4,2000,ew,443,6,low,8900000
幸福二村,cy,2,1,2,92.9,1975,sn,1400,6,low,8600000
晨欣园,ft,2,2,2,80.2,1998,ew,397,6,low,4650000
晨欣园,ft,2,2,2,81.1,1998,sn,397,7,low,4800000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万泉新新家园,hd,2,2,2,91,2000,sn,NA,9,low,14800000
西马小区,ft,2,2,1,83.3,2002,sn,NA,6,low,4800000
春秀路小区,dc,2,1,1,81,1980,ew,NA,6,low,7800000
和景园,hd,2,1,2,99.6,2001,e,1100,8,low,7500000
厂洼西街10号院,hd,2,2,1,92.2,1998,ew,1100,6,low,9200000
西马小区,ft,2,1,1,83.2,2002,sn,NA,6,low,4650000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
幸福二村,cy,2,1,2,92.9,1999,sn,1400,6,low,8610000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
万芳园一区(万年花城二期),ft,2,1,1,88,NA,ws,NA,9,low,6200000
春秀路小区,dc,2,2,1,81.4,2000,ew,NA,6,low,7800000
金丰园小区,ft,2,1,1,81.6,2000,sn,NA,6,low,4270000
邮电大学小区,hd,2,1,1,80.7,1985,sn,2000,6,low,7950000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,6,low,5600000
晨欣园,ft,2,2,2,80.2,1998,ew,397,6,low,4650000
团结湖中路南一二条,cy,2,1,1,51.3,1978,e,907,5,house,3580000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
胜古北里,cy,1,1,1,42,1986,sn,NA,6,low,3500000
安慧里(四区),cy,1,1,1,43.3,1989,es,NA,6,low,3500000
大红门西后街,ft,2,1,1,54.2,1985,sn,1000,6,low,2850000
东方东路小区,cy,2,1,1,54.5,1990,s,750,7,low,2980000
前泥洼小区(一区),ft,1,1,1,43.5,1993,s,NA,6,low,2980000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
万芳园一区(万年花城二期),ft,2,1,1,88,NA,ws,NA,9,low,6200000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
春秀路小区,dc,2,1,1,81,1980,ew,NA,6,low,7800000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
大红门西后街,ft,2,1,1,54.2,1985,sn,1000,6,low,2850000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
前泥洼小区(一区),ft,1,1,1,43.5,1993,s,NA,6,low,2980000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
万芳园一区(万年花城二期),ft,2,1,1,88,NA,ws,NA,9,low,6200000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
大红门西后街,ft,2,1,1,54.2,1985,sn,1000,6,low,2850000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
工人体育场东路小区,cy,2,1,1,56.8,1974,e,1300,5,house,3560000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
农光里小区,cy,1,1,1,40,1980,s,553,6,low,2950000
晨欣园,ft,2,2,2,81.1,1998,sn,397,7,low,4800000
春秀路小区,dc,2,1,1,81,1980,ew,NA,6,low,7800000
厂洼西街10号院,hd,2,2,1,92.2,1998,ew,1100,6,low,9200000
幸福二村,cy,2,1,2,92.9,1975,sn,1400,6,low,8610000
飞达社区,hd,2,1,1,89.4,2000,ew,443,6,low,8900000
万年花城玫瑰碗(万年花城三期),ft,2,1,1,91.7,2006,sn,744,7,low,6400000
望园东里,ft,2,1,1,99,2000,sn,NA,6,low,4980000
幸福二村,cy,2,1,2,92.9,1999,sn,1400,6,low,8610000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,6,low,5600000
小关东街小区,cy,2,1,1,80.3,1995,sn,NA,6,low,5800000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万年花城玫瑰碗(万年花城三期),ft,2,1,1,95.2,2006,ew,744,7,low,5990000
西马小区,ft,2,1,1,83.2,2001,sn,NA,6,low,4750000
万年花城玫瑰碗(万年花城三期),ft,2,2,1,94.7,2006,ew,744,10,low,5250000
尚家楼48号院,cy,2,1,1,80,1997,sn,1100,6,low,5800000
万柳西园(北区),ft,2,2,1,87.3,2000,sn,NA,6,low,5100000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
八里庄北里(海淀),hd,2,2,1,87.2,1995,es,767,6,low,7820000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
双花园西里小区,cy,2,2,1,85,1997,wn,1700,7,low,5400000
晨欣园,ft,2,2,2,80.2,1998,ew,397,6,low,4650000
秀水园小区,cy,2,1,1,82.4,1997,sn,NA,6,low,6750000
宋庄路甲12号院,ft,2,1,1,80.2,1992,ew,NA,6,low,4000000
晨欣园,ft,2,2,2,81.1,1998,sn,397,6,low,4700000
和景园,hd,2,1,2,99.6,2001,e,1100,8,low,7500000
八里庄北里(海淀),hd,2,2,1,87.2,1995,es,767,6,low,7820000
方南家园,ft,2,1,1,88.6,1998,sn,NA,6,low,4950000
万泉新新家园,hd,2,2,2,91,2000,sn,NA,9,low,14800000
彩虹街区,ft,2,1,1,93.7,2006,sn,NA,9,low,5900000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
万芳园一区(万年花城二期),ft,2,1,1,88,2007,ws,NA,9,low,6200000
金丰园小区,ft,2,1,1,81.6,2000,sn,NA,6,low,4270000
华阳家园,cy,2,1,2,97.4,2003,en,1500,10,low,7100000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,6,low,5600000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
八里庄北里(海淀),hd,2,2,1,87.2,1995,es,767,6,low,7820000
万芳园一区(万年花城二期),ft,2,1,1,88,2006,ws,NA,9,low,6200000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万年花城玫瑰碗(万年花城三期),ft,2,2,1,94.7,2006,ew,744,10,low,5250000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
晨欣园,ft,2,2,2,81.1,1998,sn,397,6,low,4700000
双花园西里小区,cy,2,2,1,85,1997,wn,1700,7,low,5400000
厂洼西街10号院,hd,2,2,1,92.2,1998,ew,1100,6,low,9200000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
和景园,hd,2,1,2,99.6,2001,e,1100,8,low,7500000
万泉新新家园,hd,2,2,2,91,2000,sn,NA,9,low,14800000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
晨欣园,ft,2,2,2,81.1,1998,sn,397,6,low,4700000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
双花园西里小区,cy,2,2,1,85,1995,wn,1700,7,low,5400000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
双花园西里小区,cy,2,2,1,85,1998,wn,1700,7,low,5400000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
幸福二村,cy,2,1,2,92.9,1999,sn,1400,6,low,8610000
双花园西里小区,cy,2,2,1,85,1996,wn,1700,7,low,5400000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
金谷园(海淀),hd,2,1,1,95.1,2002,sn,NA,6,low,8880000
万芳园一区(万年花城二期),ft,2,1,1,88,2006,ws,NA,9,low,6200000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
飞达社区,hd,2,1,1,89.4,2000,ew,443,6,low,8900000
金丰园小区,ft,2,1,1,81.6,2000,sn,NA,6,low,4270000
农光里小区,cy,2,2,1,92.1,2000,ew,553,7,low,6000000
和景园,hd,2,1,2,99.6,2001,e,1100,8,low,7500000
万年花城玫瑰碗(万年花城三期),ft,2,2,1,94.7,2006,ew,744,10,low,5250000
晨欣园,ft,2,2,2,81.1,1998,sn,397,6,low,4700000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
望园东里,ft,2,1,1,99,2000,sn,NA,6,low,4980000
晨欣园,ft,2,2,2,80.2,1998,ew,397,6,low,4650000
华阳家园,cy,2,1,2,97.4,2003,en,1500,10,low,7100000
春秀路小区,dc,2,2,1,81.4,2000,ew,NA,6,low,7800000
万泉新新家园,hd,2,1,1,87.2,2002,sn,NA,9,low,13650000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
西马小区,ft,2,1,1,83.2,2002,sn,NA,6,low,4650000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
邮电大学小区,hd,2,1,1,80.7,1985,sn,2000,6,low,7950000
小关东街小区,cy,2,1,1,80.3,1995,sn,NA,6,low,5800000
丰益花园(西区),ft,2,1,1,90,2000,sn,NA,9,low,5600000
八里庄北里(海淀),hd,2,2,1,87.2,1995,es,767,6,low,7820000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,6,low,5600000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,5,house,5600000
双榆树北路小区,hd,2,1,1,80.8,1990,sn,NA,5,house,8000000
玺萌公馆,ft,2,1,1,92.2,2010,s,NA,5,house,8000000
晨欣园,ft,2,2,2,81.1,1998,sn,397,6,low,4700000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,6,low,5600000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
幸福二村,cy,2,1,2,92.9,1999,sn,1400,6,low,8610000
万泉新新家园,hd,2,2,1,87.2,2001,sn,NA,9,low,13650000
美丽星苑,hd,2,2,1,95.7,2008,sn,1200,9,low,9000000
金丰园小区,ft,2,1,1,81.6,2000,sn,NA,6,low,4270000
小关东街小区,cy,2,1,1,80.3,1995,sn,NA,6,low,5800000
双花园西里小区,cy,2,2,1,85,1997,wn,1700,7,low,5400000
八里庄北里(海淀),hd,2,2,1,87.2,1995,es,767,6,low,7820000
春秀路小区,dc,2,2,1,81.4,2000,ew,NA,6,low,7800000
万芳园一区(万年花城二期),ft,2,1,1,88,NA,ws,NA,9,low,6200000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,5,house,5600000
万芳园一区(万年花城二期),ft,2,1,1,88,2008,ws,NA,9,low,6200000
曙光花园望福园,hd,2,1,1,94.4,2003,sn,1400,6,low,9400000
小关东街小区,cy,2,1,1,80.3,1995,sn,NA,6,low,5800000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,5,house,5600000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万芳园一区(万年花城二期),ft,2,1,1,88,2006,ws,NA,9,low,6200000
万芳园一区(万年花城二期),ft,2,1,1,88,2008,ws,NA,9,low,6200000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万芳园一区(万年花城二期),ft,2,1,1,88,2006,ws,NA,9,low,6200000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万芳园一区(万年花城二期),ft,2,1,1,88,NA,ws,NA,9,low,6200000
晴雪园,hd,2,1,1,93.6,2004,s,506,11,low,13950000
万芳园一区(万年花城二期),ft,2,1,1,88,2008,ws,NA,9,low,6200000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,5,house,5600000
玺萌公馆,ft,2,1,1,92.2,2010,s,NA,5,house,8000000
颐慧佳园,hd,1,1,1,93.4,2004,sn,1200,9,low,9500000
富力爱丁堡公馆,cy,1,1,2,91,NA,n,NA,11,low,12000000
恩济花园,hd,1,2,1,83.4,2020,sn,870,6,low,7760000
烟树园小区,hd,1,1,1,80.4,2004,s,1400,11,low,7500000
CBD总部公寓一期,cy,1,1,1,86.8,NA,sn,1600,9,low,7900000
北京书院,cy,2,2,2,94,2018,sn,334,1,house,9300000
方庄南路18号院,ft,2,1,1,80,2013,sn,NA,1,house,3800000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
时代国际嘉园,cy,1,1,1,42.9,2006,n,614,12,low,3550000
团结湖东里,cy,1,1,1,42.1,1991,s,1100,16,low,3580000
四方景园(四区),ft,2,1,1,57.5,2006,n,NA,15,low,2980000
劲松六区,cy,2,1,1,56.4,1980,sn,1200,6,high,3400000
平乐园小区,cy,2,1,1,59.8,1994,ew,NA,6,high,3470000
金家村1号院,ft,2,1,1,56.6,1990,sn,NA,6,high,3580000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
太平桥西里小区,ft,2,1,1,55,1984,sn,NA,6,high,3450000
东大街西里社区,ft,2,1,1,59.1,1990,sn,1500,6,high,3400000
皇姑坟小区,cy,2,1,1,50,1992,en,933,6,high,3590000
怡然家园(5号院),ft,2,1,1,95.9,2004,sn,NA,5,house,5600000
富力爱丁堡公馆,cy,1,1,2,91,2005,n,NA,11,low,12000000
颐慧佳园,hd,1,1,1,93.4,2004,sn,1200,9,low,9500000
CBD总部公寓一期,cy,1,1,1,86.8,2004,sn,1600,9,low,7900000
时代国际嘉园,cy,1,1,1,42.9,NA,n,614,12,low,3550000
团结湖东里,cy,1,1,1,42.1,1991,s,1100,16,low,3580000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
四方景园(四区),ft,2,1,1,57.5,2006,n,NA,15,low,2980000
劲松六区,cy,2,1,1,56.4,1980,sn,1200,6,high,3400000
平乐园小区,cy,2,1,1,59.8,1994,ew,NA,6,high,3470000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
CBD总部公寓一期,cy,1,1,1,86.8,2004,sn,1600,9,low,7900000
颐慧佳园,hd,1,1,1,93.4,2004,sn,1200,9,low,9500000
富力爱丁堡公馆,cy,1,1,2,91,2006,n,NA,11,low,12000000
团结湖东里,cy,1,1,1,42.1,1991,s,1100,16,low,3580000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
四方景园(四区),ft,2,1,1,57.5,2006,n,NA,15,low,2980000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
富力爱丁堡公馆,cy,1,1,2,91,2006,n,NA,11,low,12000000
颐慧佳园,hd,1,1,1,93.4,2004,sn,1200,9,low,9500000
CBD总部公寓一期,cy,1,1,1,86.8,2006,sn,1600,9,low,7900000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
四方景园(四区),ft,2,1,1,57.5,2006,n,NA,15,low,2980000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
颐慧佳园,hd,1,1,1,93.4,2004,sn,1200,9,low,9300000
富力爱丁堡公馆,cy,1,1,2,91,2010,n,NA,11,low,12000000
CBD总部公寓一期,cy,1,1,1,86.8,2004,sn,1600,9,low,7900000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
四方景园(四区),ft,2,1,1,57.5,2006,n,NA,15,low,2980000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
富力爱丁堡公馆,cy,1,1,2,91,2006,n,NA,11,low,12000000
CBD总部公寓一期,cy,1,1,1,86.8,2010,sn,1600,9,low,7900000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
CBD总部公寓一期,cy,1,1,1,86.8,2004,sn,1600,9,low,7900000
小关北里24号院,cy,1,1,1,54.4,1989,s,NA,17,low,3580000
CBD总部公寓一期,cy,1,1,1,86.8,2008,sn,1600,9,low,7900000
CBD总部公寓一期,cy,1,1,1,86.8,NA,sn,1600,9,low,7900000
CBD总部公寓一期,cy,1,1,1,86.8,2004,sn,1600,9,low,7900000
CBD总部公寓一期,cy,1,1,1,86.8,2000,sn,1600,9,low,7900000
松榆西里,cy,2,1,1,56.9,1993,sn,652,6,high,3500000
东大街西里社区,ft,2,1,1,59.1,1990,sn,1500,6,high,3400000
松榆西里,cy,2,1,1,54.9,1993,sn,652,6,high,3550000
六里桥北里,ft,2,1,1,54.3,1991,sn,NA,6,high,3490000
华威北里,cy,2,1,1,57.4,1990,sn,957,6,high,3400000
团结湖三四条小区,cy,2,0,1,52.1,1982,s,666,6,high,3500000
金家村1号院,ft,2,1,1,56.6,1990,sn,NA,6,high,3580000
角门西里晨光小区,ft,2,1,1,59.7,2000,sn,NA,6,high,3500000
太平桥西里小区,ft,2,1,1,58.4,1990,sn,NA,6,high,3550000
平乐园小区,cy,2,1,1,59.8,1994,ew,NA,6,high,3470000
延静里小区,cy,2,1,1,56.8,1983,sn,1900,6,high,3400000
双花园西里小区,cy,2,1,1,49.2,1988,en,1700,6,high,3500000
皇姑坟小区,cy,2,1,1,50,1992,en,933,6,high,3590000
太平桥西里小区,ft,2,1,1,55,1984,sn,NA,6,high,3450000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
东大桥东里,cy,3,1,1,97.3,1992,ws,949,7,low,7550000
稻香园小区,hd,3,1,1,99.4,2000,sn,1200,6,low,14000000
南郎家园,cy,3,1,1,86.2,1986,sn,639,6,low,5980000
建欣苑四里北区,ft,3,1,1,88.9,1998,sn,NA,6,low,4900000
友谊社区,hd,3,1,1,86.7,1985,sn,1500,6,low,9600000
芍药居14号院,cy,3,1,1,81.1,1991,sn,NA,6,low,8500000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
松榆西里,cy,3,1,2,91.1,1995,ew,652,7,low,4980000
永安东里小区西院,hd,3,1,1,92.8,1998,sn,1900,6,low,8900000
芍药居北里小区,cy,3,1,1,80.4,1994,sn,NA,7,low,8600000
草桥东路20号院,ft,3,1,1,90.7,2001,sn,NA,6,low,6560000
芍药居北里小区,cy,3,2,1,94,1994,sn,NA,7,low,9500000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,NA,sn,856,9,low,7300000
石榴园北里小区,ft,3,1,1,81.5,1996,ew,NA,6,low,4000000
尚家楼48号院,cy,3,2,1,85,1999,sn,1100,6,low,5800000
双花园西里小区,cy,3,2,1,97,1994,e,1700,6,low,5600000
核桃园北里,cy,3,1,1,82.5,1988,es,NA,6,low,7500000
松榆西里,cy,2,1,1,56.9,1993,sn,652,6,high,3500000
延静里小区,cy,2,1,1,56.8,1983,sn,1900,6,high,3400000
东大街西里社区,ft,2,1,1,59.1,1990,sn,1500,6,high,3400000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
太平桥西里小区,ft,2,1,1,55,1984,sn,NA,6,high,3450000
松榆西里,cy,2,1,1,54.9,1993,sn,652,6,high,3550000
平乐园小区,cy,2,1,1,59.8,1994,ew,NA,6,high,3470000
团结湖三四条小区,cy,2,0,1,52.1,1982,s,666,6,high,3500000
皇姑坟小区,cy,2,1,1,50,1992,en,933,6,high,3590000
东大桥东里,cy,3,1,1,97.3,1992,ws,949,7,low,7550000
芍药居北里小区,cy,3,1,1,80.4,1994,sn,NA,7,low,8600000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
芍药居14号院,cy,3,1,1,81.1,1991,sn,NA,6,low,8500000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,NA,sn,856,9,low,7300000
尚家楼48号院,cy,3,2,1,85,2005,sn,1100,6,low,5800000
稻香园小区,hd,3,1,1,99.4,2000,sn,1200,6,low,14000000
永安东里小区西院,hd,3,1,1,92.8,1998,sn,1900,6,low,8900000
友谊社区,hd,3,1,1,86.7,1985,sn,1500,6,low,9600000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
东大桥东里,cy,3,1,1,97.3,1992,ws,949,7,low,7550000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,2012,sn,856,9,low,7300000
友谊社区,hd,3,1,1,86.7,1998,sn,1500,6,low,9600000
团结湖中路南三条小区,cy,2,1,1,55.7,1981,s,1200,6,high,3550000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,2012,sn,856,9,low,7300000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,2012,sn,856,9,low,7300000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
科春社区,hd,3,1,1,80.5,1990,sn,1100,6,low,11980000
育芳园甲1号院,ft,3,2,1,93.7,1993,sn,NA,6,low,5600000
石榴园北里小区,ft,3,1,1,82,2004,ew,NA,6,low,4000000
东大桥东里,cy,3,1,1,97.3,1992,ws,949,7,low,7550000
建欣苑四里北区,ft,3,1,1,89,1998,sn,NA,6,low,4880000
南郎家园,cy,3,1,1,86.2,1986,sn,639,6,low,5980000
邮电大学小区,hd,3,1,1,82.1,1994,sn,2000,6,low,8300000
万年花城濠景(万年花城五期),ft,3,1,1,88.6,2012,sn,856,9,low,7150000
万寿路甲6号院,hd,3,1,1,81.2,1990,sn,1600,6,low,9560000
芍药居北里小区,cy,3,2,1,94,1994,sn,NA,7,low,9500000
石榴园北里小区,ft,3,1,1,81.5,1996,ew,NA,6,low,4000000
核桃园北里,cy,3,1,1,82.5,1988,es,NA,6,low,7500000
草桥东路20号院,ft,3,1,1,95.2,2001,sn,NA,6,low,6620000
翠微路甲24号院,hd,3,1,1,82,2014,sn,1200,6,low,4100000
东大桥东里,cy,3,2,1,86.1,1992,ew,949,6,low,6800000
农光里小区,cy,3,1,1,95.4,1998,sn,553,7,low,6180000
建欣苑四里北区,ft,3,1,1,89,1997,sn,NA,6,low,4800000
芍药居14号院,cy,3,1,1,81.1,1991,sn,NA,6,low,8500000
